Number,Journal tittle ,Platform,Indexed on Google Scholar,Indexed on Scopus,Idexed on Google Scholar and Scopus,Indexed on at least one platform,Open Access Journal,Journal listed in the Directory of Open Access (DOAJ),Present on International Standard Serial Number (ISSN) portal,The publisher is a member of Committee on publication Ethics (COPE),Online publisher based in Africa,Hosted on INASP'S Journal online
804,Interim : Interdisciplinary Journal,SABINET Journal repository,0,0,0,0,1,0,1,0,1,0
805,International Journal for Religious Freedom,SABINET Journal repository,0,0,0,0,0,0,1,0,1,0
806,International Journal of African Renaissance Studies,SABINET Journal repository,0,1,0,1,0,0,1,1,0,0
807,International Journal of Educational Development in Africa,SABINET Journal repository,0,0,0,0,0,0,1,0,1,0
808,International Retail and Marketing Review,SABINET Journal repository,0,0,0,0,0,0,0,0,1,0
809,International Review of Philanthropy and Social Investment,SABINET Journal repository,0,0,0,0,1,0,1,0,1,0
810,International SportMed Journal,SABINET Journal repository,0,1,0,1,0,0,1,0,1,0
811,Investment Analysts Journal,SABINET Journal repository,0,1,0,1,0,0,1,1,0,0
812,ISS Africa Report,SABINET Journal repository,0,0,0,0,0,0,0,0,1,0
813,ISS Central Africa Report,SABINET Journal repository,0,0,0,0,0,0,0,0,1,0
814,ISS East Africa Report,SABINET Journal repository,0,0,0,0,0,0,0,0,1,0
815,ISS 0rth Africa Report,SABINET Journal repository,0,0,0,0,0,0,0,0,1,0
816,ISS Peace and Security Council Report,SABINET Journal repository,1,0,0,1,0,0,0,0,1,0
817,ISS Southern Africa Report,SABINET Journal repository,0,0,0,0,0,0,0,0,1,0
818,ISS West Africa Report,SABINET Journal repository,0,0,0,0,0,0,0,0,1,0
819,Jamba : Journal of Disaster Risk Studies,SABINET Journal repository,1,1,1,1,0,0,1,1,1,0
820,Journal for Christian Scholarship = Tydskrif vir Christelike Wetenskap,SABINET Journal repository,1,0,0,1,0,0,0,0,1,0
821,Journal for Contemporary History,SABINET Journal repository,1,0,0,1,0,0,1,0,1,0
822,Journal for Estate Planning Law,SABINET Journal repository,0,0,0,0,1,0,1,0,1,0
823,Journal for Language Teaching = Ijenali Yekufundzisa Lulwimi = Tydskrif vir Taalonderrig,SABINET Journal repository,0,0,0,0,0,0,0,0,1,0
824,Journal for New Generation Sciences,SABINET Journal repository,0,0,0,0,1,0,0,0,1,0
825,Journal for Semitics,SABINET Journal repository,1,0,0,1,0,0,0,0,1,0
826,Journal of African Education,SABINET Journal repository,0,0,0,0,0,0,0,0,0,0
827,Journal of African Elections,SABINET Journal repository,0,0,0,0,0,0,1,0,1,0
828,Journal of African Films & Diaspora Studies,SABINET Journal repository,0,0,0,0,0,0,1,0,0,0
829,Journal of African Foreign Affairs,SABINET Journal repository,1,0,0,1,0,0,1,0,1,0
830,Journal of African Languages and Literary Studies,SABINET Journal repository,0,0,0,0,0,0,0,0,1,0
831,Journal of African Political Eco0my and Development,SABINET Journal repository,0,0,0,0,0,0,1,0,1,0
832,Journal of African Union Studies,SABINET Journal repository,1,1,1,1,0,0,1,0,1,0
833,Journal of Child & Adolescent Mental Health,SABINET Journal repository,0,1,0,1,0,0,1,1,0,0
834,Journal of Comparative Law in Africa,SABINET Journal repository,0,0,0,0,0,0,1,0,1,0
835,Journal of Construction and Built Environment,SABINET Journal repository,0,0,0,0,0,0,1,0,1,0
836,Journal of Construction Project Management and In0vation,SABINET Journal repository,0,0,0,0,1,0,1,0,1,0
837,Journal of Contemporary Management,SABINET Journal repository,1,0,0,1,1,0,1,0,1,0
838,Journal of Corporate and Commercial Law and Practice,SABINET Journal repository,0,0,0,0,0,0,1,0,1,0
839,Journal of Depression and Anxiety,SABINET Journal repository,0,0,0,0,0,0,1,0,1,0
840,Journal of Development Perspectives,SABINET Journal repository,0,0,0,0,0,0,1,0,1,0
841,Journal of Early Christian History,SABINET Journal repository,1,0,0,1,0,0,1,1,0,0
842,Journal of Eco0mic and Financial Sciences,SABINET Journal repository,1,0,0,1,0,0,1,1,1,0
843,Journal of Education and Entrepreneurship,SABINET Journal repository,0,0,0,0,0,0,1,0,1,0
844,Journal of Education Research and Rural Community Development,SABINET Journal repository,0,0,0,0,1,0,1,0,1,0
845,Journal of Educational Studies,SABINET Journal repository,0,0,0,0,0,0,1,0,1,0
846,Journal of Emerging Trends in Eco0mics and Management Sciences,SABINET Journal repository,1,0,0,1,0,0,0,0,1,0
847,Journal of Emerging Trends in Educational Research and Policy Studies,SABINET Journal repository,1,0,0,1,0,0,1,0,1,0
848,Journal of Emerging Trends in Engineering and Applied Sciences,SABINET Journal repository,1,0,0,1,0,0,1,0,1,0
849,"Journal of Endocri0logy, Metabolism and Diabetes in South Africa",SABINET Journal repository,0,1,0,1,1,0,0,0,1,0
850,Journal of Energy in Southern Africa,SABINET Journal repository,1,1,1,1,1,1,1,0,1,0
851,Journal of Engineering Design and Tech0logy,SABINET Journal repository,1,1,1,1,0,0,1,1,0,0
852,Journal of Ethiopian Law,SABINET Journal repository,0,0,0,0,0,0,1,0,1,0
853,Journal of Family Ecology and Consumer Sciences = Tydskrif vir Gesinsekologie en Verbruikerswetenskappe,SABINET Journal repository,0,0,0,0,1,0,0,0,1,0
854,"Journal of Gender, Information and Development in Africa (JGIDA)",SABINET Journal repository,0,0,0,0,0,0,0,0,1,0
855,The Journal of Independent Teaching and Learning,SABINET Journal repository,0,0,0,0,1,0,0,0,1,0
856,Journal of Indige0us and Shamanic Studies,SABINET Journal repository,0,0,0,0,0,0,1,0,1,0
857,Journal of Insulin Resistance,SABINET Journal repository,0,0,0,0,0,0,1,1,1,0
858,"Journal of Law, Society and Development",SABINET Journal repository,0,0,0,0,0,0,1,0,1,0
859,Journal of Literary Studies,SABINET Journal repository,1,1,1,1,0,0,1,1,0,0
860,Journal of Local Government Research and In0vation,SABINET Journal repository,0,0,0,0,0,0,1,1,1,0
861,Journal of Management & Administration,SABINET Journal repository,0,0,0,0,1,0,1,0,1,0
862,Journal of Marketing,SABINET Journal repository,1,0,0,1,1,0,1,0,1,0
863,The Journal of Medical Laboratory Science and Tech0logy of South Africa,SABINET Journal repository,0,0,0,0,0,0,1,0,1,0
864,Journal of Medicinal Plants for Eco0mic Development,SABINET Journal repository,0,1,0,1,0,0,1,1,1,0
865,Journal of Minimum Intervention in Dentistry,SABINET Journal repository,1,0,0,1,0,0,1,0,1,0
866,Journal of Modern Pharmacy,SABINET Journal repository,0,0,0,0,0,0,0,0,1,0
867,Journal of Nation-building & Policy Studies,SABINET Journal repository,0,0,0,0,0,0,1,0,1,0
868,Journal of 0rthwest Semitic Languages,SABINET Journal repository,0,0,0,0,0,0,1,0,1,0
869,Journal of Ocean Governance in Africa,SABINET Journal repository,0,0,0,0,0,0,1,0,1,0
870,Journal of Public Administration,SABINET Journal repository,0,0,0,0,0,0,1,0,1,0
871,Journal of Public Administration and Development Alternatives (JPADA),SABINET Journal repository,1,0,0,1,0,0,0,0,1,0
872,Journal of Religion and Theology in Namibia,SABINET Journal repository,0,0,0,0,0,0,0,0,1,0
873,Journal of Somali Studies : Research on Somalia and the Greater Horn of African Countries,SABINET Journal repository,0,0,0,0,0,0,0,0,1,0
874,Journal of South African Law / Tydskrif vir die Suid-Afrikaanse Reg,SABINET Journal repository,1,0,0,1,0,0,0,0,1,0
875,Journal of Strategic Studies : A Journal of the Southern Bureau of Strategic Studies Trust,SABINET Journal repository,0,0,0,0,0,0,1,0,1,0
876,Journal of the African Literature Association,SABINET Journal repository,1,0,0,1,0,0,1,1,0,0
877,Journal of the Astro0mical Society of South Africa,SABINET Journal repository,0,0,0,0,0,0,0,0,1,0
878,Journal of the Department of Agriculture,SABINET Journal repository,0,0,0,0,0,0,1,0,1,0
879,Journal of the Egyptian National Cancer Institute,SABINET Journal repository,1,1,1,1,0,0,1,1,0,0
880,Journal of the Entomological Society of Southern Africa,SABINET Journal repository,0,0,0,0,0,0,1,0,1,0
881,Journal of the South African Institution of Civil Engineering = Joernaal van die Suid-Afrikaanse Instituut van Siviele Ingenieurswese,SABINET Journal repository,0,0,0,0,0,0,0,0,1,0
882,Journal of the South African Institution of Civil Engineers,SABINET Journal repository,1,1,1,1,0,0,0,0,1,0
883,Journal of the South African Veterinary Association,SABINET Journal repository,1,1,1,1,0,0,1,0,1,0
884,"Journal of the Southern African Association for Research in Mathematics, Science and Tech0logy Education",SABINET Journal repository,0,0,0,0,0,0,1,0,1,0
885,Journal of the Southern African Institute of Mining and Metallurgy,SABINET Journal repository,1,1,1,1,0,0,1,0,1,0
886,Journal of Transport and Supply Chain Management,SABINET Journal repository,0,1,0,1,0,0,1,1,1,0
887,"Journal of Vocational, Adult and Continuing Education and Training",SABINET Journal repository,0,0,0,0,1,0,1,0,1,0
888,Just Africa,SABINET Journal repository,0,0,0,0,1,0,1,0,1,0
889,Juta's Business Law,SABINET Journal repository,0,0,0,0,1,0,1,0,1,0
890,Ka0 Studies,SABINET Journal repository,0,0,0,0,0,0,1,0,1,0
891,Kenya Past and Present,SABINET Journal repository,0,0,0,0,0,0,1,0,1,0
892,Kleio,SABINET Journal repository,0,0,0,0,0,0,1,0,1,0
893,Koedoe : African Protected Area Conservation and Science,SABINET Journal repository,1,0,0,1,0,0,1,1,1,0
894,Koers : Bulletin for Christian Scholarship = Koers : Bulletin vir Christelike Wetenskap,SABINET Journal repository,1,0,0,1,0,0,0,0,1,0
895,Kro0s : Journal of Cape History,SABINET Journal repository,0,0,0,0,0,0,0,0,1,0
896,Lab Management & Science,SABINET Journal repository,0,0,0,0,0,0,1,0,1,0
897,Laboratory Marketing Spectrum,SABINET Journal repository,0,0,0,0,0,0,0,0,1,0
898,Language Matters : Studies in the Languages of Southern Africa,SABINET Journal repository,0,0,0,0,0,0,0,0,1,0
899,Latin American Report,SABINET Journal repository,0,0,0,0,0,0,1,0,1,0
900,Leading Architecture & Design,SABINET Journal repository,0,0,0,0,0,0,1,0,1,0
901,Learning and Teaching Mathematics,SABINET Journal repository,1,0,0,1,0,0,1,0,1,0
902,Legon Journal of Sociology,SABINET Journal repository,0,0,0,0,0,0,1,0,1,0
903,Lesotho Law Journal,SABINET Journal repository,0,0,0,0,0,0,1,0,1,0
904,LiG,SABINET Journal repository,0,0,0,0,0,0,0,0,1,0
905,"Literator : Journal of Literary Criticism, Comparative Linguistics and Literary Studies",SABINET Journal repository,1,0,0,1,0,0,0,0,1,0
906,"Litnet Akademies : 'n Joernaal vir die Geesteswetenskappe, Natuurwetenskappe, Regte en Godsdienswetenskappe",SABINET Journal repository,1,0,0,1,1,0,0,0,1,0
907,Local Government Bulletin,SABINET Journal repository,0,0,0,0,0,0,1,0,1,0
908,M&J Retail,SABINET Journal repository,0,0,0,0,1,0,1,0,1,0
909,Madoqua,SABINET Journal repository,0,0,0,0,0,0,1,0,1,0
910,Malawi Journal of Development Education,SABINET Journal repository,0,0,0,0,0,0,1,0,1,0
911,Malawi Law Journal,SABINET Journal repository,0,0,0,0,0,0,1,0,1,0
912,Management Dynamics : Journal of the Southern African Institute for Management Scientists,SABINET Journal repository,0,0,0,0,0,0,0,0,1,0
913,Management Today,SABINET Journal repository,0,0,0,0,0,0,1,0,1,0
914,Marang : Journal of Language and Literature,SABINET Journal repository,0,0,0,0,0,0,0,0,1,0
915,Media Te0r International - 0w incorporating Media Te0r SA,SABINET Journal repository,0,0,0,0,0,0,0,0,1,0
916,Media Te0r SA Research Journal,SABINET Journal repository,0,0,0,0,0,0,0,0,1,0
917,Medical Chronicle,SABINET Journal repository,1,0,0,1,0,0,1,0,1,0
918,Medical Tech0logy SA,SABINET Journal repository,0,0,0,0,0,0,1,0,1,0
919,Meditari : Research Journal of the School of Accounting Sciences,SABINET Journal repository,0,0,0,0,0,0,0,0,1,0
920,Meetings,SABINET Journal repository,0,0,0,0,0,0,1,0,1,0
921,Mental Health Matters,SABINET Journal repository,0,0,0,0,0,0,0,0,1,0
922,MFSA Journal of Marketing,SABINET Journal repository,0,0,0,0,1,0,0,0,1,0
923,Missionalia : Southern African Journal of Mission Studies,SABINET Journal repository,1,0,0,1,0,0,0,0,1,0
924,MNASSA : Monthly 0tes of the Astro0mical Society of South Africa,SABINET Journal repository,1,0,0,1,0,0,0,0,1,0
925,Modern Medicine,SABINET Journal repository,0,0,0,0,0,0,0,0,1,0
926,Molecular Diag0sis and Vaccines,SABINET Journal repository,0,0,0,0,0,0,1,0,1,0
927,Money Newsletter,SABINET Journal repository,0,0,0,0,0,0,0,0,1,0
928,MoneyMarketing,SABINET Journal repository,1,0,0,1,0,0,1,0,0,0
929,Mo0graphs of the Transvaal Museum,SABINET Journal repository,0,0,0,0,0,0,0,0,1,0
930,Mose0di,SABINET Journal repository,0,0,0,0,0,0,1,0,1,0
931,Mousaion,SABINET Journal repository,1,0,0,1,0,0,1,0,1,0
932,Musicus,SABINET Journal repository,1,0,0,1,0,0,1,0,1,0
933,Muziki : Journal of Music Research in Africa,SABINET Journal repository,0,0,0,0,0,0,1,0,1,0
934,NAFU Farmer,SABINET Journal repository,0,0,0,0,0,0,0,0,1,0
935,Natal Agricultural Journal,SABINET Journal repository,0,0,0,0,0,0,0,0,1,0
936,Navorsinge van die Nasionale Museum : Researches of the National Museum,SABINET Journal repository,0,0,0,0,0,0,0,0,1,0
937,Neotestamentica,SABINET Journal repository,1,1,1,1,0,0,1,0,1,0
938,New Coin Poetry,SABINET Journal repository,1,0,0,1,0,0,1,0,1,0
939,New Contree,SABINET Journal repository,0,0,0,0,0,0,0,0,1,0
940,New Voices in Psychology,SABINET Journal repository,0,0,0,0,0,0,1,0,1,0
941,News and Views for Magistrates,SABINET Journal repository,0,0,0,0,1,0,0,0,1,0
942,Nidan : International Journal for Indian Studies,SABINET Journal repository,0,0,0,0,0,0,1,0,1,0
943,0mina Africana: Journal of African O0mastics,SABINET Journal repository,0,0,0,0,1,0,1,0,1,0
944,Obiter,SABINET Journal repository,1,0,0,1,1,1,1,0,1,0
945,Occupational Health Southern Africa,SABINET Journal repository,1,0,0,1,0,0,1,0,1,0
946,Occupational Risk Management,SABINET Journal repository,0,0,0,0,0,0,0,0,1,0
947,Oilseeds Focus,SABINET Journal repository,1,0,0,1,0,0,1,0,1,0
948,Old Testament Essays,SABINET Journal repository,1,1,1,1,1,1,1,0,1,0
949,On Tap,SABINET Journal repository,1,0,0,1,0,0,1,0,1,0
950,Onderstepoort Journal of Veterinary Research,SABINET Journal repository,1,1,1,1,0,0,1,1,1,0
951,Open Journal of Implant Dentistry,SABINET Journal repository,0,0,0,0,1,0,1,1,1,0
952,Oral History Journal of South Africa,SABINET Journal repository,0,0,0,0,0,0,1,0,1,0
953,OTWSA,SABINET Journal repository,0,0,0,0,0,0,0,0,1,0
954,Packaging Review South Africa,SABINET Journal repository,0,0,0,0,0,0,1,0,1,0
955,PedMed,SABINET Journal repository,0,0,0,0,0,0,0,0,1,0
956,Per Linguam : a Journal of Language Learning = Per Linguam : Tydskrif vir Taalaanleer,SABINET Journal repository,0,0,0,0,0,0,0,0,1,0
957,Personal Finance,SABINET Journal repository,0,0,0,0,0,0,0,0,1,0
958,Pharmacy Magazine,SABINET Journal repository,0,0,0,0,0,0,1,0,1,0
959,Phronimon,SABINET Journal repository,0,0,0,0,1,0,1,0,1,0
960,Phytophylactica,SABINET Journal repository,0,0,0,0,0,0,1,0,1,0
961,Plus 50,SABINET Journal repository,1,0,0,1,0,0,1,0,1,0
962,Politeia,SABINET Journal repository,1,0,0,1,0,0,1,0,1,0
963,Practical Theology in South Africa = Praktiese Teologie in Suid-Afrika,SABINET Journal repository,0,0,0,0,0,0,0,0,1,0
964,Proceedings Ekklesiastikos Pharos,SABINET Journal repository,0,0,0,0,1,0,0,0,1,0
965,Proceedings Ekklesiastikos Pharos,SABINET Journal repository,0,0,0,0,1,0,0,0,1,0
966,Professional Nursing Today,SABINET Journal repository,1,0,0,1,0,0,1,0,1,0
967,Progressio,SABINET Journal repository,0,0,0,0,0,0,1,0,1,0
968,Psycho-analytic Psychotherapy in South Africa,SABINET Journal repository,0,0,0,0,0,0,1,0,1,0
969,Psychoanalytic Practice,SABINET Journal repository,0,0,0,0,0,0,1,0,1,0
970,Pythagoras,SABINET Journal repository,0,1,0,1,0,0,1,1,1,0
971,Quest,SABINET Journal repository,1,1,1,1,1,1,1,0,0,0
972,Reading & Writing - Journal of the Reading Association of South Africa,SABINET Journal repository,0,0,0,0,0,0,0,0,1,0
973,Red Meat / Rooivleis,SABINET Journal repository,1,0,0,1,0,0,1,0,1,0
974,ReSource,SABINET Journal repository,0,0,0,0,0,0,1,0,1,0
975,The Retail and Marketing Review,SABINET Journal repository,0,0,0,0,0,0,1,0,1,0
976,Review of Development Finance,SABINET Journal repository,0,1,0,1,0,0,1,1,0,0
977,Rhodes Journalism Review,SABINET Journal repository,0,0,0,0,1,0,0,0,1,0
978,Risk Management,SABINET Journal repository,1,1,1,1,0,0,0,0,1,0
979,Rostrum : Newsletter of the Entomological Society of Southern Africa,SABINET Journal repository,0,0,0,0,1,0,0,0,1,0
980,SA Crime Quarterly,SABINET Journal repository,1,0,0,1,1,1,1,0,1,0
981,SA Heart,SABINET Journal repository,1,0,0,1,1,1,1,0,1,0
982,SA Horseman,SABINET Journal repository,0,0,0,0,1,0,0,0,1,0
983,SA Irrigation = SA Besproeiing,SABINET Journal repository,0,0,0,0,0,0,0,0,1,0
984,SA Journal of Human Resource Management,SABINET Journal repository,1,1,1,1,0,0,1,1,1,0
985,SA Journal of Industrial Psychology,SABINET Journal repository,1,1,1,1,0,0,1,1,1,0
986,SA Journal of Oncology,SABINET Journal repository,0,0,0,0,0,0,1,1,1,0
987,SA Mercantile Law Journal,SABINET Journal repository,0,0,0,0,0,0,1,0,1,0
988,SA Pharmaceutical Journal,SABINET Journal repository,0,1,0,1,0,0,1,0,1,0
989,SA Pharmacist's Assistant,SABINET Journal repository,0,0,0,0,0,0,1,0,1,0
990,SA Publiekreg = SA Public Law,SABINET Journal repository,0,0,0,0,0,0,1,0,1,0
991,SA Stud Breeder / SA Stoetteler,SABINET Journal repository,0,0,0,0,0,0,1,0,1,0
992,SA Waterbulletin,SABINET Journal repository,0,0,0,0,1,0,1,0,1,0
993,SABI Magazine – Tydskrif,SABINET Journal repository,1,0,0,1,0,0,1,0,1,0
994,SADC Law Journal,SABINET Journal repository,0,0,0,0,0,0,1,0,1,0
995,SAHARA : Journal of Social Aspects of HIV / AIDS Research Alliance,SABINET Journal repository,0,0,0,0,1,0,0,0,1,0
996,SAMUS : South African Journal of Musicology,SABINET Journal repository,0,0,0,0,0,0,1,0,1,0
997,SAMUS : South African Music Studies,SABINET Journal repository,0,0,0,0,0,0,1,0,1,0
998,SATJ : South African Theatre Journal,SABINET Journal repository,0,0,0,0,0,0,1,1,0,0
999,Scholia : Studies in Classical Antiquity,SABINET Journal repository,0,0,0,0,1,0,1,0,1,0
1000,Scientia Militaria : South African Journal of Military Studies,SABINET Journal repository,1,0,0,1,1,1,1,0,1,0
1001,Scientific Papers of the Namib Desert Research Station,SABINET Journal repository,0,0,0,0,0,0,0,0,1,0
1002,Scriptura : Journal for Contextual Hermeneutics in Southern Africa,SABINET Journal repository,1,0,0,1,1,0,0,0,1,0
1003,Scrutiny0,SABINET Journal repository,0,1,0,1,0,0,1,1,0,0
1004,Servamus Community-based Safety and Security Magazine,SABINET Journal repository,1,0,0,1,0,0,0,0,1,0
1005,SIMM-biosis/SIMM-biose,SABINET Journal repository,0,0,0,0,0,0,0,0,1,0
1006,Skills at Work: Theory and Practice Journal,SABINET Journal repository,0,0,0,0,0,0,0,0,1,0
1007,"Slavic Almanac : The South African Journal for Slavic, Central and Eastern European Studies",SABINET Journal repository,0,0,0,0,0,0,0,0,1,0
1008,Social and Health Sciences,SABINET Journal repository,0,0,0,0,0,0,1,0,1,0
1009,The Social Work Practitioner-Researcher,SABINET Journal repository,0,0,0,0,0,0,1,0,1,0
1010,South Africa Business Guidebook,SABINET Journal repository,0,0,0,0,0,0,1,0,1,0
1011,South Africa Rural Development Quarterly,SABINET Journal repository,0,0,0,0,1,0,1,0,1,0
1012,South African Computer Journal,SABINET Journal repository,0,1,0,1,0,0,1,0,1,0
1013,South African Dental Journal,SABINET Journal repository,0,0,0,0,0,0,1,0,1,0
1014,South African Food Review,SABINET Journal repository,1,0,0,1,0,0,1,0,1,0
1015,South African General Practitioner,SABINET Journal repository,0,0,0,0,0,0,1,0,1,0
1016,South African Geographical Journal = Suid-Afrikaanse Geografiese Tydskrif,SABINET Journal repository,1,0,0,1,0,0,0,0,1,0
1017,South African Health Review,SABINET Journal repository,1,0,0,1,1,0,1,0,1,0
1018,South African Historical Journal,SABINET Journal repository,1,1,1,1,0,0,1,1,0,0
1019,South African Intellectual Property Law Journal,SABINET Journal repository,0,0,0,0,0,0,1,0,1,0
1020,South African Journal of Agricultural Science,SABINET Journal repository,0,0,0,0,0,0,1,0,1,0
1021,South African Journal of Art History,SABINET Journal repository,1,0,0,1,0,0,1,0,1,0
1022,South African Journal of Business Management,SABINET Journal repository,1,1,1,1,0,0,1,1,1,0
1023,South African Journal of Chemical Engineering,SABINET Journal repository,1,1,1,1,1,1,1,1,1,0
1024,South African Journal of Childhood Education,SABINET Journal repository,1,1,1,1,0,0,1,1,1,0
1025,South African Journal of Communication Disorders,SABINET Journal repository,1,1,1,1,0,0,1,1,1,0
1026,South African Journal of Criminal Justice,SABINET Journal repository,1,0,0,1,0,0,1,0,1,0
1027,South African Journal of Diabetes,SABINET Journal repository,0,0,0,0,0,0,0,0,1,0
1028,South African Journal of Diabetes and Vascular Disease,SABINET Journal repository,0,0,0,0,0,0,1,0,1,0
1029,South African Journal of Eco0mic and Management Sciences,SABINET Journal repository,1,1,1,1,0,0,1,0,1,0
1030,South African Journal of Eco0mic History,SABINET Journal repository,0,0,0,0,0,0,0,1,0,0
1031,South African Journal of Environmental Law and Policy,SABINET Journal repository,0,0,0,0,0,0,0,0,1,0
1032,South African Journal of Environmental Law and Policy - latest Issue,SABINET Journal repository,0,0,0,0,0,0,0,0,1,0
1033,South African Journal of Eth0logy,SABINET Journal repository,0,0,0,0,0,0,1,0,1,0
1034,South African Journal of Geology,SABINET Journal repository,1,1,1,1,0,0,1,0,1,0
1035,South African Journal of Industrial Engineering,SABINET Journal repository,1,1,1,1,0,0,1,0,1,0
1036,South African Journal of Information Management,SABINET Journal repository,1,0,0,1,0,0,1,1,1,0
1037,South African Journal of Labour Relations,SABINET Journal repository,0,0,0,0,0,0,1,0,1,0
1038,South African Journal of Libraries and Information Science,SABINET Journal repository,0,0,0,0,1,1,1,0,1,0
1039,South African Journal of Philosophy = Suid-Afrikaanse Tydskrif vir Wysbegeerte,SABINET Journal repository,0,0,0,0,0,0,0,0,1,0
1040,South African Journal of Physiotherapy,SABINET Journal repository,1,0,0,1,0,0,1,1,1,0
1041,South African Journal of Psychology,SABINET Journal repository,1,1,1,1,0,0,1,1,0,0
1042,South African Journal of Wildlife Research - 04-month delayed open access,SABINET Journal repository,0,0,0,0,0,0,0,0,1,0
1043,South African Journal on Human Rights,SABINET Journal repository,1,1,1,1,0,0,1,1,0,0
1044,South African Law Journal,SABINET Journal repository,1,1,1,1,0,0,1,0,1,0
1045,South African Museums Association Bulletin,SABINET Journal repository,0,0,0,0,0,0,1,0,1,0
1046,South African Ophthalmology Journal,SABINET Journal repository,1,0,0,1,0,0,1,0,1,0
1047,South African Orthopaedic Journal,SABINET Journal repository,1,0,0,1,0,0,1,0,1,0
1048,South African Pharmaceutical and Cosmetic Review,SABINET Journal repository,1,0,0,1,0,0,1,0,1,0
1049,South African Psychiatry Review,SABINET Journal repository,0,1,0,1,0,0,1,0,1,0
1050,South African Radiographer,SABINET Journal repository,0,0,0,0,0,0,1,0,1,0
1051,South African Statistical Journal,SABINET Journal repository,0,1,0,1,0,0,1,0,1,0
1052,South African Yearbook of International Law,SABINET Journal repository,0,0,0,0,0,0,1,0,1,0
1053,South African Yearbook of International Law,SABINET Journal repository,0,0,0,0,0,0,1,0,1,0
1054,Southern African Field Archaeology,SABINET Journal repository,0,0,0,0,0,0,1,0,1,0
1055,Southern African Forestry Journal,SABINET Journal repository,0,0,0,0,0,0,1,1,0,0
1056,Southern African Humanities,SABINET Journal repository,0,1,0,1,0,0,1,0,1,0
1057,Southern African Journal for Folklore Studies,SABINET Journal repository,0,0,0,0,0,0,1,0,1,0
1058,Southern African Journal of Accountability and Auditing Research,SABINET Journal repository,0,0,0,0,0,0,1,0,1,0
1059,Southern African Journal of Demography,SABINET Journal repository,0,0,0,0,0,0,1,0,1,0
1060,The Southern African Journal of Entrepreneurship and Small Business Management,SABINET Journal repository,0,1,0,1,0,0,1,1,1,0
1061,Southern African Journal of Epidemiology and Infection,SABINET Journal repository,0,1,0,1,1,0,1,1,1,0
1062,Southern African Journal of Gynaecological Oncology,SABINET Journal repository,0,0,0,0,1,1,1,0,1,0
1063,Southern African Journal of Infectious Diseases,SABINET Journal repository,1,0,0,1,0,0,1,1,1,0
1064,The Southern African Journal of Information and Communication,SABINET Journal repository,0,0,0,0,0,0,1,0,1,0
1065,Southern African Journal of Public Health incorporating Strengthening Health Systems,SABINET Journal repository,0,0,0,0,1,0,0,0,1,0
1066,Southern African Journal of Social Work and Social Development,SABINET Journal repository,1,1,1,1,0,0,1,0,1,0
1067,Southern African Public Law,SABINET Journal repository,0,0,0,0,0,0,1,0,1,0
1068,Southern African Review of Education with Education with Production,SABINET Journal repository,0,0,0,0,0,0,1,0,1,0
1069,Southern Journal for Contemporary History,SABINET Journal repository,1,0,0,1,0,0,0,0,1,0
1070,The Specialist Forum,SABINET Journal repository,1,0,0,1,0,0,1,0,1,0
1071,Specifier,SABINET Journal repository,0,0,0,0,1,0,0,0,1,0
1072,Stads- en Streeksbeplanning = Town and Regional Planning,SABINET Journal repository,0,0,0,0,0,0,0,0,1,0
1073,Stellenbosch Law Review,SABINET Journal repository,1,0,0,1,0,0,1,0,1,0
1074,Stellenbosch Theological Journal,SABINET Journal repository,1,0,0,1,0,0,1,0,1,0
1075,Stilet : Tydskrif van die Afrikaanse Letterkundevereniging,SABINET Journal repository,1,0,0,1,0,0,0,0,1,0
1076,Stockfarm,SABINET Journal repository,1,0,0,1,0,0,1,0,1,0
1077,Studies in Eco0mics and Eco0metrics,SABINET Journal repository,0,1,0,1,0,0,1,0,1,0
1078,Suid-Afrikaanse Tydskrif vir Natuurwetenskap en Teg0logie,SABINET Journal repository,1,0,0,1,0,0,1,1,1,0
1079,Tanzania Zamani,SABINET Journal repository,0,0,0,0,0,0,1,0,1,0
1080,Tax Breaks,SABINET Journal repository,0,0,0,0,0,0,0,0,1,0
1081,Tax Professional,SABINET Journal repository,0,0,0,0,1,0,0,0,1,0
1082,TAXtalk,SABINET Journal repository,1,0,0,1,0,0,1,0,1,0
1083,TD : The Journal for Transdisciplinary Research in Southern Africa,SABINET Journal repository,1,0,0,1,0,0,0,0,1,0
1084,TFM Magazine,SABINET Journal repository,1,0,0,1,0,0,1,0,1,0
1085,Theologia Viatorum,SABINET Journal repository,0,0,0,0,0,0,1,0,1,0
1086,Track Two : Constructive Approaches to Community and Political Conflict,SABINET Journal repository,0,0,0,0,1,0,0,0,1,0
1087,Transactions of the Centre for Business Law,SABINET Journal repository,0,0,0,0,0,0,0,0,1,0
1088,Transactions of the Royal Society of South Africa,SABINET Journal repository,1,1,1,1,0,0,1,1,0,0
1089,Transformation in Higher Education,SABINET Journal repository,0,1,0,1,0,0,1,1,1,0
1090,Transport World Africa,SABINET Journal repository,0,0,0,0,0,0,1,0,1,0
1091,Transvaal Agricultural Journal,SABINET Journal repository,0,0,0,0,0,0,0,0,1,0
1092,Transvaal Museum Memoirs,SABINET Journal repository,0,0,0,0,0,0,0,0,1,0
1093,Transvaal Museum Mo0graphs,SABINET Journal repository,0,0,0,0,0,0,0,0,1,0
